id--response_id	submitdate--date_submitted	lastpage--last_page	startlanguage--start_language	a03--gender:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a06--city:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a05--state/province:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a04--country:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	b02--formation_or_concentration:__please_tell_us_your_educational_background_(biology,_chemistry,_physics,_etc)	b01--please_tell_us_the_highest_degree_achieved:	b03--are_you_affiliated_with_any_institutions/groups/organizations?	b04--could_you_tell_us_which_one(s)?	b05--if_you_are_in_an_academic_institution,_what_is_your_main_occupation:__ 	c01-- __which_of_these_are_your_main_work_area?	c02--for_how_many_years_have_you_been_working_in_this_area?__ 	e01--how_do_you_perceive_research_equipment_access_inside_your_group/institution?	e03--could_you_explain_a_bit_your_previous_answer?	e02--which_of_the_following_do_you_consider_to_be_the_biggest_difficulty_in_equipment_access?	e04[sq001]--which_equipments/tools_are_most_used_in_your_lab/workspace?_[most_used:]	e04[sq002]--which_equipments/tools_are_most_used_in_your_lab/workspace?_[second_most_used_(if_any):]	e04[sq003]--which_equipments/tools_are_most_used_in_your_lab/workspace?_[third_most_used_(if_any):]	e08[sq001]--if_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_pcr_machine)_[equipment_1:]	e08[sq002]--if_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_pcr_machine)_[equipment_2_(if_any):]	e08[sq003]--if_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_pcr_machine)_[equipment_3(if_any):]	e05--was_there_ever_a_need_to_change_a_project_due_to_problems_related_to_equipment_use/access?	e06--could_you_tell_us_which_equipment_caused_the_change?_(please_try_to_avoid_acronyms, _use_thermocycler_instead_of_pcr_machine).	e07--in_case_any_projects_had_to_be_changed_due_to_access/problems,_could_you_tell_us_why?	d01--do_you_use_open_technologies*_in_your_work/research/projects?__ __*any_tools,_code_or_equipment_based_on_open_source_(build,_calibration_plans,_and/or_code_freely_distributed)__ 	d04--which_ones?_(please_list_all_that_you_remember._separate_them_with_commas:_imagej,_python,_ubuntu,_openpcr,_etc)	d02--do_you_know_anyone_who_is_using_open_technologies?	d05--could_you_tell_us_what_they_are_using?_(please_list_all_that_you_remember._separate_them_with_commas:_imagej,_python,_ubuntu,_openpcr,_etc)	d03--do_you_know_any_scientific_equipment_that_is_open_source?	d06--which_ones_(please_list_all_that_you_know/remember._separate_them_with_commas:_openpcr,_openephys,_etc)	f01--would_you_consider_buying_equipment_from_new_brands?	f08--could_you_tell_us_why?	f02--would_you_consider_building_laboratory_equipment_yourself,_if_you_were_given_a_list_of_necessary_components_and_the_building_and_calibration_manuals?	f09--could_you_tell_us_why?	f03--have_you_ever_tested_equipment_from_less_known/new_brands?	f04--you_did_it_because:	f05--have_you_ever_built_laboratory_equipment_yourself?	f06--could_you_please_tell_us_a_bit_more_about_it?	f07--would_you_like_to_test_research_equipment_from_new_brands_or_distributed_under_diy_paradigm?
321		4	en	female	new york city	ny	united states	biology, chemistry	phd	yes	the rockefeller university	researcher	biology	11	satisfactory	this university does not lack for funds and so research equipment access is particularly satisfactory except for when the funds are poorly organised to gain access to equipment.		electrophysiology rig	primate chairs	microscope	electrophysiology data acquisition system with more channels	electrode drive with motors	none	no																	
322	2019-02-20 19:07:48	8	en	female	new york			neurobiology	phd	yes	rockefeller university	researcher	biology	10	satisfactory			computers 	electrical amplifiers	cameras 	electrical amplifier 	none	none	no			yes	python, eye tracking software (irec), image j, gimp, autodesk inventor, r, mango	yes	the same software as i mentioned above	no		yes	if their technology shows to be good and innovative why not	yes	if we need them why not buy them myself if i get the right information to make a decision 	no		yes	i built a system to communicate eye tracking software with the python code we wrote, the ad board that controls triggers that are sent to valves and electrical amplifiers. 	yes
323	2019-02-21 12:47:21	8	en	female	tallinn		estonia	chemistry	masters	yes		student	chemistry	8	partially satisfactory	some instruments are out-of-date, but for main research purpouses they do just fine. 	certain types of equipment are not available	analytical scales	high-pressure liquid chromatograph	none	high-pressure liquid chromatograph with tandem mass-sepctrometry	none	none	yes		equipment unavailable (other reasons than being broken)	yes	arduino based systems	i wouldn't know		yes	peakmaster	yes	if the systems are more handy and well validated, i see no issue. 	no	depending on the automated systems i would want, the complexity would need some preious know-how. 	no		no		yes
324			en																																						
325	2019-02-21 21:05:41	8	en	male	mellecey	saône et loire	france	electrochemistry	phd	yes	haute ecole arc neuchâtel (switzerland)	professor	chemistry	25	partially satisfactory	i  depend  too much on equipment managed by other institutes.	certain types of equipment are not available	x-ray fluorescence for elementary analysis	ftir	colorimetry	portable raman spectroscopy	portable potentiostat	portable x-ray radiography	no			yes	open source technologies developed by ourselves: electrolytic pencil (plenco), discoverymat, etc.	yes	open-source hardware that they develop.	yes	pleco, discoverymat	yes	traditional brands are often too expensive.	yes	because it is exactly what i develop myself.	yes	looking for affordable option	yes	pleco (http://www.fablab-neuch.ch/pleco/plus.php? id=1&lang=en) 	yes
326			en																																						
327	2019-02-21 23:07:56	8	en	female	new orleans	louisiana	united states	marine biodiversity and conservation	masters	yes	northeast regional association of coastal and ocean observation systems	non-administrative/non-academic work	biology	12	partially satisfactory	getting funding to obtain and maintain equipment can be a struggle. 	too many users for a small number of equipment/tools	buoys	none	none	buoys	none	none	i wouldn't know			yes	erddap, gimp	no		yes	flypi	maybe	it wouldn't be my call re: purchasing, but my org wouldn't refuse to use something because it was new. 	yes	it would be fun/a challenge, and (hopefully) cheaper. 	no		no		no
328		3	en	male	tübingen	bw	germany 	biology	masters	yes	universität tübingen	student	biology	1					none	none		none	none																		
330		1	en	female					masters	yes																															
331		1	en																																						
332		1	en	male	london		uk																																		
333	2019-02-22 10:04:04	8	en	male	delft		netherlands	software engineering	phd	yes	tu delft	administration	education	0.5	satisfactory	in the software engineering domain, we mostly need computers and servers, which are widely available at relatively cheap prices.		pc	server	none	a better screen	none	none	yes	fire/flood in server room delayed some experiments	equipment unavailable (other reasons than being broken)	yes	open sources programs, mostly from academic sources (code parsers among others - srcml for instance) or solvers.	yes	open sources softwares (compilers, image processors - gimp, ... on linux platforms)	no		yes	i would wait until their usability is proven 	yes	i understand my equipment well enough to do it.	no		no		yes
334		3	en	female	delft		netherlands	biology	phd	yes	tu delft	administration	education	2					none	none		none	none																		
335		3	en	male	cambridge	cambridgeshire	united kingdom	engineering, psychology	phd	yes	university of cambridge	administration	engineering	10					none	none		none	none																		
336	2019-02-22 10:55:08	8	en	female	lisbon 		portugal 	bioengineering 	bachelors of science	yes	champalimaud 	student	health	1	satisfactory			cell counter, confocal microscope, elisa readers	none	none	microscope adequate for life imaging of cells 	none	none	yes		equipment unavailable (other reasons than being broken)	yes	imagej, r studio 	yes	imagej, python, ubuntu	no		yes	as long as the equipment has proof that it work well it is something to consider 	yes	no particular reason 	yes	just to try out new things	no		yes
337	2019-02-22 11:21:09	8	en	male	cambridge	cambridgeshire	united kingdom	engineering, psychology	phd	yes	university of cambridge	administration	engineering	10	satisfactory	as the manager of cambridge university’s strategic equipment portfolio (£33m) and equipment sharing project, i lead cambridge’s global initiative to raise awareness of equipment sharing and drive efficiencies by maximising the opportunity for national and international collaboration. this project provides evidence of a commitment to share funded equipment, upon which funders look favourably when considering future grant applications and proposals. additionally, this is seen as an opportunity for staff and students to find replacement equipment at short notice, and it can also help them in planning future projects and collaborations.		microscopy (microscopes): 502	imaging (cameras): 277	genetic techniques (sequencers): 243	something unique that would allow us to be the national/international hub for leading research in a specific area	something more generic that provides us with greater capacity to meet demand (eg. microscope suites in response to the previous answer).	none	no			i wouldn't know		no		no		maybe	procurement is organised at a local level, usually by pi's, researchers and lab managers who have the most knowledge of the equipment they need and the specifications thereof. in my experience, if an item meet their specification they have no concerns of ordering something from a new supplier - again, it depends upon the uniqueness of the equipment/requirements.	no	not part of my role. some pi's and researchers probably already do this. 	no		no		yes
338		3	en					molecular biology	phd	yes	erasmus mc/tu delft	researcher	biology	7					none	none		none	none																		
339	2019-02-22 12:59:36	8	en	male	knoxville	tennessee	united states	chemistry	phd	yes	university of tennessee, oak ridge national lab, american chemical society, asis&t	student	chemistry	11	satisfactory			computer	supercomputer	hard drive	supercomputer cores	none	none	yes	not enough supercomputer time to submit jobs for large project.	equipment unavailable (other reasons than being broken)	yes	python, r, zenodo, dataone	yes	python, r, ubuntu	yes	siesta periodic dft code	yes	whatever works best.	no	don't know how.	no		no		no
340		1	en																																						
341			en																																						
343	2019-02-25 08:07:36	8	en	male	amsterdam		netherlands	humanities	masters	yes	humanities	non-administrative/non-academic work	computer science	6	satisfactory	in the humanities (which for some reasons, that might provoke your scientific interest as it might show some scientific bias, is not listed among the disciplines) there is relatively little 'equipment'. the lingual lab is very well and transparently organized. as i think you might consider it as 'lab tooling' as well for the humanities, we are also blessed with a well functioning departement for digital humanities.		customized computer algoritms	recording set	none	none	none	none	no			yes	"python, r, github, irods, php.
don't know about lab-equipment."	yes	the entire digital humanities	no		no	i don't buy equipment	no	i don't manage the lab	no		no		no
344	2019-02-25 08:25:26	8	en	female	zurich		switzerland	environmental sciences	phd	yes	eth zurich	researcher	education	10	satisfactory			computer	none	none	better computers (better cpu)	none	none	no			yes	different linux os instances, python, research-domain-specific foss, r, openoffice, firefox, wget, videolan, keepass, tetex, pdftex, numpy, qgis	yes	different linux os instances, python, research-domain-specific foss, r, openoffice, firefox, wget, videolan, keepass, tetex, pdftex, numpy, qgis, blender	no		maybe	i would like to wait for the experience the community made with them before buying. but generally, i wouldn't be opposed to it. 	yes	if it's cheaper. also, it could be a nice learning experience, especially for younger researchers.	no		yes	 	yes
345		3	en	female	london	london	uk	design	masters	yes	royal college of art	researcher	arts	10					none	none		none	none																		
346		3	en					biology	masters	yes		student	biology	7					none	none		none	none																		
347		1	en																																						
348			en																																						
349	2019-02-26 17:13:04	8	en	male	mendoza	mendoza	argentina	agronomy	specialization (after undergrad studies)	yes	universidad nacional de cuyo	professor	engineering	17	unsatisfactory	there are no enough money to get research equipment in my institution	certain types of equipment are not available	dron	microbiological breathing chamber	different types of sensors	infrared and thermal cameras	none	none	i wouldn't know			yes	qgis, saga gis, kingston office, r, google earth engine	yes	linux, r, qgis, saga gis	yes	arduino, raspberry	maybe	it depends on the cost	yes	because i think it is necessary to open and transfer the technology to other people	no		yes	we build an open source drone	yes
350		3	en					electrical engineering	bachelors of science	no		non-administrative/non-academic work	engineering	4					none	none		none	none																		
351	2019-02-26 22:59:50	8	en	male	san diego	california	usa	oceanography, chemical engineering	phd	yes	scripps institution of oceanography, uc san diego	researcher	engineering	10	satisfactory	i work for a reasonably well funded pi and have had a few projects of my own funded. we've quite fortunately been able to get access to just about everything we need in the lab or at our institution. 		spectrophotometer	bench-top dissolved inorganic carbon analyzer	soldering iron	geostationary satellite with multispectral radiometers	mobile atmospheric co2 sensor	none	no			yes	python, arduino	yes	python, ubuntu, arduino	yes	openctd, ctdizzle	yes	cost is always relevant so less expensive equipment would be desirable. i would also consider buying inexpensive equipment in order to purchase many of them for citizen science applications. 	yes	i co-teach courses around this concept so i am always looking for and attempting to design diy laboratory equipment	yes	looking for affordable option	yes	bench-top dissolved inorganic carbon analyzer, microfluidic dissolved inorganic carbon analyzer, citizen science geolocated temperature sensor for surfers	yes
352		1	en	female																																					
353	2019-02-27 18:26:41	8	en	male	marseille		france	electrical eng and pharmacy	phd	no		non-administrative/non-academic work	biology	10	partially satisfactory	equipment is often expensive, and funding too low in public institutions	the amount of time necessary to repair/calibrate existing equipment	high speed videography stereovision	electrophysiology	none	high speed cameras 	high speed projectors	optics material	i wouldn't know			yes	"python
dltdv5 toolbox for video tracking, and 3d reconstruction (matlab)
scihub
inkscape"	yes	"python
dltdv5 toolbox for video tracking, and 3d reconstruction (matlab)
scihub
inkscape"	no		yes	"if cheaper,
some brands provide better after sale services"	yes	"that's a good way to familiarize with the equipment 
will be cheaper"	yes	looking for affordable option	yes	i use to build my experimental platforms, mixture of electronics, optics, environmental reconstruction for behavioural experiments (insects), electrophysiology, videorecording, 3d reconstruction, so i am not afraid to build a piece of equipment	yes
354		3	en	female	barcelona			biology	phd	yes		administration	biology	15					none	none		none	none																		
355			en																																						
356		3	fr	female				histoire de la médecine 	masters	yes		administration	health	4																											
357	2019-03-01 17:36:19	8	en					marine biology	masters	yes	university of miami, noaa	researcher	biology	10	satisfactory	we develop experimental equipment to facilitate our research, as such equipment access has been more than supportive.		3d printers	soldering station	circuit board mill	large replicate size automated alkalinity titrator	imaging pam chlorophyll fluorometer	none	no			yes	arduino	yes	arduino	yes	sas (www.coral.noaa.gov/accrete/sas/)	yes	if the price and function is right it makes more sense than rebuilding the wheel.	yes	we're already doing it with field equipment.	yes	looking for affordable option	yes	www.coral.noaa.gov/accrete/sas/	yes
358	2019-03-01 18:47:53	8	en	male	bengaluru	karnataka	india	medicine	bachelors of science	yes	national centre for biological sciences	student	biology	5	partially satisfactory	we receive funding for state of the art equipment but maintenance and upgrade is expensive in india.	certain types of equipment are not available	patch clamp amplifier	2-photon microscope	none	2-photon microscope	none	none	yes	2-photon microscope	equipment broke and it took too much time to repair it	yes	imagej,python,bonsai	yes	bonsai, suite2p, caiman, python	no		maybe	it is difficult to trust a new brand with precision and accuracy. cost is another constraint.	yes	knowing an equipment completely by building it from scratch gives you power to extend the capabilities of the system, troubleshoot it, as well as spread it to others.	yes	looking for affordable option	yes	i built a field electrophysiology system using operational amplifiers and filters. it was pretty noiseless and later we replicated it many times in our lab.	yes
359		3	en	male	paris		france	chemistry	phd	yes	univ paris diderot	researcher	biology	12					none	none		none	none																		
360		1	en	female																																					
361		5	en	male	nairobi	nairobi	kenya	molecular biology and bioinformatics	masters	yes	jomo kenyatta university of agriculture and technology	student	biology	3	unsatisfactory		certain types of equipment are not available	thermocycler	autoclave	incubator	real time machine	qubit flourometer	sequencer	yes	sequencing machine	equipment unavailable (other reasons than being broken)	yes	git, r, python	i wouldn't know		no										
362	2019-03-02 09:46:00	8	en	male	granada	granada	spain	biochemistry	phd	yes	university of granada	researcher	computer science	10	satisfactory			computer servers	none	none	oxford nanopore sequencer	none	none	yes	oxford nanopore sequencer	equipment unavailable (other reasons than being broken)	yes	python, r, javascript, bash, linux, ubuntu, vim, rsync, tmux, firefox, bioconductor, numpy, scipy, matplotlib, tabix, samtools, bedtools, bowtie2, etc.	yes	python, r, javascript, bash, linux, ubuntu, vim, rsync, tmux, firefox, bioconductor, numpy, scipy, matplotlib, tabix, samtools, bedtools, bowtie2, etc.	yes	openpcr	maybe	3d printer	yes	i like open philosophy.	no		no		yes
364	2019-03-02 11:33:01	8	en	female	cambridge, uk			chemistry, biochemistry, cell biology	phd	yes	university of cambridge	researcher	biology	8	partially satisfactory	we have easy access to most of the equipment i need to do my research. sometimes it is hard to get the help you need to use this equipment efficiently/well.	too many users for a small number of equipment/tools	microscope	pcr machine	apparatus to test fly motility	super resolution microscope	automated movement analysis machine for monitoring flies	none	no			yes	imagej, firefox, r, shinyapps	yes	imagej, firefox, r,	no		yes	why not if it does the job. we don't always in the lab as it takes time to test new things work as well or better than what we do already.	no	"not really a good use of time and money given we have a lot of resources at our disposal. we have had custom apparatus made by the ""workshop"" at the mrc-lmb"	yes	looking for affordable option	no		yes
365	2019-03-02 12:26:59	8	en	male				biology	masters	yes	ariel university	researcher	biology	4	unsatisfactory		certain types of equipment are not available	microscopes	none	none	acta	none	none	yes	acta		yes	imagej	yes	imagej, 	no		no	not reliable. people over promise and when put to use it does not work. eg western blotting machines, protein, dna estimation machines	no	they are complicated. my job is to do research, not to make machines. 	yes	just to try out new things	no		yes
366		1	en																																						
367		3	en	male				biologist	phd	yes		researcher	biology	13					none	none		none	none																		
368		3	en	female	boston	massachusetts	usa	bs electrical engineering to ed.d learning and teaching	phd	no		non-administrative/non-academic work	education	20					none	none		none	none																		
369			en																																						
370		3	en	male				biology 	bachelors of science			researcher	biology	1					none	none		none	none																		
371		3	en	female			uk	sociology	phd	yes	university of york	professor	physics	2					none	none		none	none																		
372	2019-03-03 12:53:05	8	en	female	ankara		turkey	molecular biology and genetics	bachelors of science	yes	bilkent university	student	biology	2	partially satisfactory	because 1$ is more than 5₺, it is difficult to buy new equipments to our lab, even for the simple plastics for a while.	the amount of time necessary to repair/calibrate existing equipment	pipettes, tips, computer, sybr green, trizol	none	none	iscript cdna kit	new working pipettes 	trizol	yes	cdna synthesis kit, trizol 	consumables were not available	yes	r, rstudio, string	yes	imagej	no		maybe	i would like to continue with what i have done my edperimwnts with so far. i would like to write my thesis and complete the projects 	no	it may take longer time	yes	looking for affordable option	no		yes
373		4	en	male	paris		france	mechanicak engineering	masters	no		non-administrative/non-academic work	engineering	12	partially satisfactory		certain types of equipment are not available	computer	large scale printer	none	beowulf cluster	monitors 	none	yes	mri	equipment unavailable (other reasons than being broken)	yes		yes		yes										
374			en																																						
375	2019-03-03 22:57:11	8	en	male	accra		ghana	neuroscience, pharmacology, pharmacy	masters	yes	nsesa foundation, society of neuroscientists of africa	student	pharmacy	3	unsatisfactory	there are few equipment available for research. only the most basic equipment are available and these are few in proportion to the number of students. this makes research a burden at times. most of the equipment available are also outdated. 	certain types of equipment are not available	plate readers, kymographs, tissue/organ baths, microscopes	none	none	kymograph, tissue/organ bath	none	none	yes	active avoidance shuttle box	equipment unavailable (other reasons than being broken)	yes	imagej, actifield, icy	no		yes	actifield	yes	i don't mind the brand as long as i am sure of the quality and get value for my money.	yes	it would be cheaper and i can customise the equipment to suit my peculiar needs	no		yes	actifield is an open source acitmeter which can be used to record the locomotor activity of rodents.	yes
376		3	en	male	aberystwyth	ceredigion	united kingdom	biology	phd	yes	aberystwyth university 	student	biology	4					none	none		none	none																		
377		3	en	male	paris	ile de france	france	biology and mathematics	bachelors of science	yes	cri (center for research and interdisciplinariy) of paris	student	biology	5					none	none		none	none																		
378		3	en					 	high school			student	arts	0					none	none		none	none																		
379		4	en					asdsa	basic school			administration	biology	15	unsatisfactory		i don’t see any difficulties in equipment access	asdas	none	none	dasdsa	none	none	yes																	
380			en																																						
381	2019-03-04 14:17:43	8	en	male	belgrade 		serbia 	biology	phd	yes	"institute for biological research ""siniša stanković"", university of belgrade "	researcher	biology	8	satisfactory			pcr, western blot	none	none	respirimetry equipment 	none	none	no			yes	r	yes	ubuntu, r	no		maybe	to try them out	no	i do not know how to do that	no		no		yes
382		3	en	male	paris	ile-de-france	france	biology	masters	yes	espci paris	researcher	biology	1					none	none		none	none																		
383		3	en	female				biology, bioinformatics	masters	yes		researcher	biology	4					none	none		none	none																		
384		3	en	male	austin	tx	united states	marketing	bachelors of art	no		non-administrative/non-academic work	education	2					none	none		none	none																		
385	2019-03-04 15:40:32	8	en		paris	ils de france	france	epidemiology	masters	yes		student	health	3	satisfactory	my work only requires my own laptop. i also have access to a computational cluster if needed.		computer	whiteboard	computational cluster	more whiteboards	none	none	no			yes	ubuntu, r, python, and essentially everything else i use	yes	ubuntu, r, python, etc	no		yes	whatever works. but also your question is vague.	yes	i like building things. especially if it saves money.	yes	looking for affordable option	yes	i built a server	yes
386		2	en					biology 	bachelors of science	yes			arts																												
387	2019-03-04 17:46:20	8	en	male	cape town	western cape	south africa	medicine	phd	yes	university of cape town	researcher	biology	10	partially satisfactory	we have good equipment but would love access to more.	the amount of time necessary to repair/calibrate existing equipment	patch clamp rig	ph meter	co2 incubator	confocal microscope	none	none	no			yes	openspritzer, ubuntu, scanimage, micromanager, imagej, python	yes	openspritzer, ubuntu, scanimage, micromanager, imagej, python	yes	openspritzer	yes	less time consuming than openhardware builds, plug and play capability	yes	it is cheaper	yes	looking for affordable option	yes	openspritzer, tihmac 2-photon	yes
388		1	en	female																																					
389		3	en	male	pyeongtaek	gyeonngi	south korea	microbiology	masters	yes	hallym university	researcher	biology	1					none	none		none	none																		
390	2019-03-05 13:09:19	8	en	female	paris		france	biology phd student 	masters	yes	cri paris, university paris descartes 	student	biology	6	satisfactory	we have state of the art equipment 		pipettes	laminar flow hood	none	plate reader 	none	none	no			yes	github codes, python 	yes	github codes, python, imagej	no		yes	as long as it works, i buy it 	yes	it will sure be cheaper and much fun 	yes	looking for affordable option	no		yes
391		3	fr	male	paris		france	biologie géologie	bachelors of science	no		student	education	5	satisfactory	le fablab permet de combler les manques si tant est qu'il y en est		post it	ordinateur					no																	
392	2019-03-05 22:35:31	8	en	male	accra	greater accra	ghana	engineering	bachelors of science	yes	nsbe,ieee, pmp, aosh	non-administrative/non-academic work	computer science	7	rather not say	i do not use research scientific equipment	i don’t see any difficulties in equipment access	n/a	none	none	n/a	none	none	no			yes	wordpress, python,linux	no		no		yes	expensive equipment need proper maintenance. rather buy new so i have better overview of it's usage and build a maintenance culture around it.	yes	so i can customize to suite my specific needs.	yes	needed to establish new protocols/experiments in the lab for which there were no options available in the market	no		yes
393	2019-03-06 07:16:28	8	en	male	accra	greater accra	ghana	engineering	bachelors of science	yes	ieee, nsbe, pmp,ghie	non-administrative/non-academic work	computer science	7	unsatisfactory	"most research years were spent during schooling. limited research resources resulted in lower accessibility.

the equipment we're not upgraded and hence tend to be insufficient to more modern research procedures"	too many users for a small number of equipment/tools	oscilloscope	multimeter	none	oscilloscope	simulation tools	none	yes		consumables were not available	yes	linux, wordpress, firefox, vscode	no		no		yes	"with advancement in technology, it is evident that new solutions providers are emerging to address needs which are not covered extensively by big players in the industry as well as providing better pricing.

so long as a new provider can meet the need with competitive proposition and product support, i would consider their offer."	yes	"this can help reduce the dependency on solution providers.

in my region for example, ready access to service providers might not be available. it pays to knock w how to resolve common issue if you have a bit of expertise in the equipment setup"	no		no		yes
394	2019-03-06 10:06:30	8	en	male	paris		france	biology	phd			researcher	biology	10	satisfactory	i work in a large and well funded academic research lab.		microplate reader	microplate shaker/incubator	thermocycler	liquid handling robot	microplate reader	colony picking robot	yes	microplate reader	equipment unavailable (other reasons than being broken)	yes	python, opentrons, imagej	yes	python, opentrons, imagej	yes	opentrons	yes	established brands in many domains have poor reputation. therefore, there is little risk in trying something new.	no	no free time. i prefer all-inclusive solutions that outsource as much labor as possible. my budget generally allows this luxury.	yes	brand was recommended by a colleague	yes	a simple system of leds and filters for visualizing fluorescence in microtubes.	yes
395		3	en	female	seattle	washington	united states	biology, marine science	phd	yes		researcher	biology	20					none	none		none	none																		
397			en																																						
398		3	fr	female	paris	ile de france	france	licence frontières du vivant, biologie	high school			student	biology	1																											
399	2019-03-08 07:40:35	8	en	male	bulawayo	bulawayo	zimbabwe	electronics and mechanics	bachelors of science	yes	national university of science and technology zimbabwe	student	engineering	3	unsatisfactory	equipment is deteriorated	too many users for a small number of equipment/tools	lathe 	ventury meter	plc	thermocycler	centrifuge	none	no			yes	advanced c++, github	no		yes	open pcr, open centrifuge	yes	use of new technologies	yes	it gives me a broader understanding and appreciation of how the equipment works	no		yes	developed a pcr machine with the intention of using locally available equipment and tools	yes
400		1	en	male	london																																				
401		2	en	male				neuroscience	phd	yes			arts																												
402		3	fr					hdr	phd			professor	engineering	30																											
403	2019-03-09 09:45:49	8	en					geology	masters	yes	ministry of secondary education	researcher	geology	3	unsatisfactory		certain types of equipment are not available	petrographic microscope	magnetic susceptibility instruments	sieving instruments	petrographic microscope	none	none	no			no		no		no		yes	if they are affordable or cheap	yes	so that others people around me could also have the opportunity to use it and enhance their works	no		no		yes
404		5	en	male	turin	turin	italy	biology	specialization (after undergrad studies)	yes	university of turin	student	biology	4	partially satisfactory		too many users for a small number of equipment/tools	separation columns	spectrophotometer	weight scale	bio-safety cabinet	micropipettes	nanopore	i wouldn't know			yes	chimera, pdb, yasara,	i wouldn't know		no										
405	2019-03-10 23:49:46	8	fr	male	rennes	ille et vilaine, bretagne	france	physique, mécanique, sciences de l'ingénieur	masters	yes	iut de rennes	professor	engineering	15	satisfactory			instruments de métrologie : pied à coulisse, micromètre, comparateur, etc	machine outil (fraisage, tournage)	imprimante 3d	machine outil à commande numérique	équipement de réalité virtuelle / augmentée	imagerie haute résolution infra rouge ou rayons x	i wouldn't know			i wouldn't know		i wouldn't know		no		yes	selon le rapport performance / prix et les possibilités de modification / d'évolution	yes	on a peu de moyens financiers, mais il nous reste encore des heures technicien ou ingénieur	yes	looking for affordable option	no		yes
406		1	en																																						
407		1	en																																						
408	2019-03-12 15:14:54	8	es	male	caba	caba	argentina	ingemiería biomédica	phd	yes		researcher	health	10	unsatisfactory	vestustos, emparchados y acorde a las regulaciones estatales	certain types of equipment are not available	pc	bioprinter	microscopio	bioprinter	microscopio	estufa de cultivo	yes	equipamiento de electrofisiología, amplificadores, micrótomos, micromanipuladores	equipment unavailable (other reasons than being broken)	yes	github, r, software opensource	yes	python, ubuntu, etc.	yes	openephys, software dedicado desarrollados por el equipo	maybe	mejora de prestaciones y precio	yes	si es sencillo, y dispongo de tiempo sí. puede ser util para estudiantes de grado	yes	just to try out new things	yes	desarrollo de amplificadores, banco de pruebas y software de análisis y base de datos	yes
410		3	en	female	philadelphia	pennsylvania	usa	neuroscience	phd	yes		researcher	biology	9					none	none		none	none																		
