id--Response_ID	submitdate--Date_submitted	lastpage--Last_page	startlanguage--Start_language	a03--Gender:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a06--City:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a05--State/Province:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a04--Country:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	b02--Formation_or_Concentration:__Please_tell_us_your_educational_background_(biology,_chemistry,_physics,_etc)	b01--Please_tell_us_the_highest_degree_achieved:	b03--Are_you_affiliated_with_any_institutions/groups/organizations?	b04--Could_you_tell_us_which_one(s)?	b05--If_you_are_in_an_academic_institution,_what_is_your_main_occupation:__ 	c01-- __Which_of_these_are_your_main_work_area?	c02--For_how_many_years_have_you_been_working_in_this_area?__ 	e01--How_do_you_perceive_research_equipment_access_inside_your_group/institution?	e03--Could_you_explain_a_bit_your_previous_answer?	e02--Which_of_the_following_do_you_consider_to_be_the_biggest_difficulty_in_equipment_access?	e04[SQ001]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Most_used:]	e04[SQ002]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Second_most_used_(if_any):]	e04[SQ003]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Third_most_used_(if_any):]	e08[SQ001]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_1:]	e08[SQ002]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_2_(if_any):]	e08[SQ003]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_3(if_any):]	e05--Was_there_ever_a_need_to_change_a_project_due_to_problems_related_to_equipment_use/access?	e06--Could_you_tell_us_which_equipment_caused_the_change?_(please_try_to_avoid_acronyms, _use_thermocycler_instead_of_PCR_machine).	e07--In_case_any_projects_had_to_be_changed_due_to_access/problems,_could_you_tell_us_why?	d01--Do_you_use_Open_Technologies*_in_your_work/research/projects?__ __*Any_tools,_code_or_equipment_based_on_open_source_(build,_calibration_plans,_and/or_code_freely_distributed)__ 	d04--Which_ones?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d02--Do_you_know_anyone_who_is_using_open_technologies?	d05--Could_you_tell_us_what_they_are_using?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d03--Do_you_know_any_scientific_equipment_that_is_open_source?	d06--Which_ones_(please_list_all_that_you_know/remember._Separate_them_with_commas:_OpenPCR,_OpenEphys,_etc)	f01--Would_you_consider_buying_equipment_from_new_brands?	f08--Could_you_tell_us_why?	f02--Would_you_consider_building_laboratory_equipment_yourself,_if_you_were_given_a_list_of_necessary_components_and_the_building_and_calibration_manuals?	f09--Could_you_tell_us_why?	f03--Have_you_ever_tested_equipment_from_less_known/new_brands?	f04--You_did_it_because:	f05--Have_you_ever_built_laboratory_equipment_yourself?	f06--Could_you_please_tell_us_a_bit_more_about_it?	f07--Would_you_like_to_test_research_equipment_from_new_brands_or_distributed_under_DIY_paradigm?
287	2019-02-13 09:44:17	8	fr	Female	Bruxelles		Belgique	Art	Masters	No		Student	Arts	6	Unsatisfactory	Pas d accès a des outils de laboratoire pour faire de la recherche il faut toujours passer par un laboratoire existant avec une collaboration rémunéré. Un seul biohacker Space a gand mais trés peu de matériel disponible	Certain types of equipment are not available	Verrie scientifique 	Gaz	Outils spécifiques	Équipements piur faire du verre a vide	Remplissage de gaz nobles	Outils spécifiques	No			Yes	Linux, arduino, pure data, fitzing	Yes	"Documentation sur wiki 
Ressouces de centre de recherchrs en ligne ( ecallsito project)
Linux Flavours
Arduino
Pie 
"	No		Yes	Si c est moins chère	No	Je le fais piur un projet spécifique	Yes	Looking for affordable option	No		Yes
288			fr																																						
289		1	de																																						
290	2019-02-13 20:57:18	8	en	Female	San Francisco	CA	USA	biology	PhD	Yes	UCSF	Researcher	Biology	10	Satisfactory			electrophysiology	imaging	sound recording	microscope	amplifiers for electrophysiology	microphones and amplifiers and filters	I wouldn't know			Yes	ImageJ, Python, Ubuntu, firefox, 	Yes	same	Yes	OpenEphys	Yes	why not	Yes	to save money and to know how it works	No		Yes	for custom things that aren't available commercially	No
291	2019-02-14 06:53:55	8	en	Male	Kumasi 	Ashanti	Ghana	Physics 	Bachelors of science	Yes	Kwame Nkrumah University of Science and Technology 	Researcher	Physics	3	Partially satisfactory	We have to improvise with some of the equipment available in performing some experiments 	Certain types of equipment are not available	Potentiostat 	Uv-VIs spectrophotometer	FTIR spectrometer 	Potentiostat 	FTIR spectrometer 	Uv-vis spectrophotometer	No			No		No		No		No	Financial constraints 	Yes	When broken I could fix it myself. Our uv-Vis is not operational because it is broken down and we must fly someone all the way from US to fix it. 	No		No		Yes
293		6	en	Female			Argentina	Biología	PhD			Student	Biology	7	Unsatisfactory	Lack of equipment	Certain types of equipment are not available	Optic equipment	Molecular biology equipment	none	Fluorescence microscope	Equipment for optogenetics 	None	No			Yes	Image J, Python	Yes	Image J, Python	No		Yes	Price	Yes	Versatility and price	Yes	Looking for affordable option	No		Yes
294	2019-02-14 21:58:32	8	en	Female	Cordoba	Córdoba	Argentina	biology	PhD	Yes	Conicet	Researcher	Biology	18	Unsatisfactory	The equipment is insufficient and outdated.	Certain types of equipment are not available	microscopes	western blot equipment 	laminar flow hood 	confocal microscope	western blot equipment	None	Yes	spinning disk microscope	Equipment unavailable (other reasons than being broken)	No		No		No		Yes	I would buy equipment from new brands if they offer a trustworthy warranty. Generally, new brands have promotional prices.	Yes	I would build lab equipment myself if it were cheap. 	Yes	Looking for affordable option	No		Yes
295	2019-02-14 22:15:59	8	en	Female	Buenos Aires	CABA	Argentina	Biology	PhD	Yes	Universidad de Buenos Aires	Researcher	Biology	24	Unsatisfactory	Available funds are limited for new equipment and for maintenance of existing equipment. Administrative work to acquire, import or repair is big.	Certain types of equipment are not available	Thermocycler	Confocal microscope	Patch clamp amplifier	Ultraviolet Transilluminator	Electrophoresis system for agarose gels	Thermocycler for quantitative real time assays 	Yes	Consumables became too expensive	Consumables were not available	Yes	ImageJ, Matlab	Yes	ImageJ, Matlab	No		Yes	I am open to analyze pros and cons of several alternatives before buying	Yes	I like the autonomy it brings, plus the opportunity for learning	Yes	Looking for affordable option	No		Yes
296		1	en																																						
297		0	en																																						
298		3	en	Female				Biology	PhD	No		Researcher	Biology	3					none	none		None	None																		
299		3	en	Female	Abuja 	FCT	Nigeria 	Anatomy 	PhD	Yes	Edo University 	Researcher	Biology	8					none	none		None	None																		
300	2019-02-15 15:08:19	8	es	Female	Buenos Aires		Argentina	Biologia	PhD	Yes	Universidad de Buenos Aires - CONICET	Researcher	Biology	22	Partially satisfactory	Tengo buen acceso a equipos institucionales, relativamente grandes, pero cuando requiero una variedad de equipos medianos/chicos el acceso es limitado por cuestiones presupuestarias.	Certain types of equipment are not available	Laberintos para analizar conducta en roedores	Pipetas	Centrífugas	termociclador en tiempo real	centrifugadora refrigerada	bomba peristaltica para perfusion cardiaca	No			Yes	Lenguaje R, Fiji	Yes	Ubuntu	No		Maybe	Necesitaría tener referencias de su performance si voy a invertir dinero y tiempo.	Yes	Las limitaciones presupuestarias en mi país son cada vez mayores y no desearía que eso atente con mi producción científica.	Yes	Looking for affordable option	Yes	Construí laberintos y cajas para análisis de conducta de roedores (sin automatización).	Yes
301		2	en	Female				BIOLOGY	PhD				Arts																												
302		1	en																																						
303		1	es																																						
304	2019-02-16 14:36:27	8	en	Male	Akure	Ondo State	Nigeria	Physiology	PhD	Yes	Federal University of Technology, Akure, Nigeria	Researcher	Health	7	Unsatisfactory	Funding and grant access for equipment procurement is very low. Available equipment are often old and shared by many departments	Too many users for a small number of equipment/tools	Transilluminator	Chemiluminescence Imager	thermocycler	Transilluminator	Chemiluminescence imager	thermocycler	Yes	Transilluminator	Equipment unavailable (other reasons than being broken)	No		No		No		Yes	Basically, functionality is what matters most. If a new brand offers good, durable equipment that fulfills my requirements, why not?	Yes	I would be able to calibrate myself from time to time. I would probably be cheaper and definitely easier to access and procure 	Yes	Looking for affordable option	No		Yes
305	2019-02-16 22:01:04	8	en	Male	buenos aires		argentina	neuroscience	PhD	Yes	university of buenos aires	Researcher	Biology	23	Partially satisfactory	limited funds	Certain types of equipment are not available	automated equipment for mouse behavior 	neuronal physiology	imaging	startle chambers for prepulse inhibition on mouse	8 arms radial maze for mice	touch screen operant conditioning chambers for mice	No			Yes	inage j, Ubuntu, ephys	Yes	imagej,ubuntu	Yes	openephys	Yes	if they are cheaper and good quality	Yes	if i cannot afford the ready to use commertial eqyipment	No		Yes	freezing stage for microtome	Yes
306		4	en	Male	AVIGNON		FRANCE	biology / informatics	High school	Yes	FABFOUNDATION	Non-administrative/non-academic work	Education	3	Unsatisfactory	I would like to be able to modify equipment to suit my needs	Too many users for a small number of equipment/tools	binocular	none	none	adn reading machine	None	None	I wouldn't know																	
307		3	en	Female				Social Science	Masters	Yes		Non-administrative/non-academic work	Education	5					none	none		None	None																		
308	2019-02-18 04:36:23	8	en	Male	Singapore	State *	Singapore	Engineering	Bachelors of science			Non-administrative/non-academic work	Engineering	15	Satisfactory	We work in a field that is flush with money.  This is nice for us, but also means it inflates the cost of entry for everyone else.		PC, Matlab	underwater ultrasonic transducers, amplifiers	oscilloscope, network analyser	computer numerically controlled milling machine	nist traceable thermometer, other calibration equipment	None	I wouldn't know			Yes	Linux, python, gcc	Yes	Linux, python, gcc	No		Yes	Depending on value, reviews, hackability	Yes	I'm cheap.	Yes	Just to try out new things	No		No
309		5	en	Male				information technology	Masters	Yes	dost pshs	Professor	Computer science	12	Satisfactory			3d printer, laser cutter	none	none	industry grade 3d printer	None	None	No			Yes	python, ubuntu, opencv	Yes	python, ubuntu, opencv	Yes	ultimaker 3d									
310		3	de	Female			Deutschland	Soziologie	PhD	Yes		Researcher	Education	14					none	none		None	None																		
311		3	en	Male	Colombo	Western	Sri Lanka	Computer Science	Bachelors of science	Yes	Eco Innovation Lab (Gte) Ltd.	Researcher	Computer science	15					none	none		None	None																		
312		4	en					biology	High school	Yes	uni nblabla	Researcher	Biology	45	Satisfactory	money money		jibber	none	none	jabber	None	None	No																	
313	2019-02-18 22:49:47	8	en	Male	Mexico City	Mexico City	México	Physics	PhD	Yes		Researcher	Physics	35	Unsatisfactory	Not enough money, not enough human resources to run equipment.	The amount of time necessary to repair/calibrate existing equipment	Oceanographic instruments	Radioactivity	none	pCO2 probe (functional)	None	None	No			No		No		No		Yes	Why not?	No	I do not have enough time.	Yes	Brand was recommended by a colleague	No		Yes
314	2019-02-19 05:31:26	8	en	Male	Tuburan	Cebu	Philippines	Accountancy, Management	Masters	Yes	Cebu Technological University	Professor	Engineering	6	Unsatisfactory	very few research equipment.	Certain types of equipment are not available	Print and Cut Machine	Large CNC Milling Mahcine	3D Printer	Universal Materials Testing Machine	None	None	I wouldn't know			Yes	python	I wouldn't know		No		Yes	new brands are usually cheaper and offer improved features	Yes	considering the distance our place is located from that of the urban areas where supply is abundant, building equipment here would make practical sense	Yes	Looking for affordable option	No		Yes
315	2019-02-19 18:46:25	8	en	Male	New York	New York	United States	BA in Neuroscience	Bachelors of art	Yes	Rockefeller University	Student	Biology	3	Satisfactory	The Lab has a lot of money. we buy what we need.		Neuronal signal processor	Electrode manipulators	none	Neuronal signal processor	Linear Recording Probes	None	No			No		No		Yes	OpenEphys, Blender	Yes	If I knew people who tried it and were happy, I would.	Yes	I've designed and developed hardware before.	No		Yes	Used Blender, Autodesk products, to design a 3D recording chamber which was then milled out of Ultem and placed on a Non-human primate.	Yes
316	2019-02-19 19:22:13	8	en	Female	New York	New York	USA	Chemistry/Biophysics	Masters	Yes	Rockefeller University	Researcher	Biology	10	Satisfactory			Centrifuge	FPLC	Electron Microscope	Machine to prepare carbon grids for electron microscopy	ultra centrifuge swinging bucket rotor	-80*C freezer	No			Yes	ImageJ, Relion, Pymol, 	Yes	See above list	No		Yes	We are always open to new companies that can deliver custom equipment	Yes	We are building our own microscope with electrophysiology capabilities	No		Yes	We are building our own microscope with electrophysiology capabilities	Yes
317	2019-02-19 20:42:37	8	en	Female	New York	NY	USA	Biology	PhD	Yes	The Rockefeller University	Researcher	Biology	18	Partially satisfactory	In my institution there is easy access to high end equipment, but equipment is becoming increasingly expensive and it's built to last for a very short time. Prices for repairing broken equipment are prohibitive and we are usually encouraged to purchase new, while incredibly costly equipment that might be fixable is thrown away. 	The amount of time necessary to repair/calibrate existing equipment	microscopes (including confocal microscope)	pipettes	centrifuges	refrigerated centrifuge	None	None	No			Yes	Firefox, eLife and other Open Access journals, probably more things I don't know about.	I wouldn't know		No		Yes	I'm constantly looking for brands with a great focus on sustainability (minimal packaging, low consumption, low carbon footprint...). In the case of equipment, I'd love to find new brands that offer easy reparability of their products. 	Yes	"I love the idea of DIY and I make a lot of things from scratch at home. However, I'm not a very good ""engineer"" so I'm not sure if I'd dare to build laboratory equipment myself."	No		No		Yes
318	2019-02-20 09:42:07	8	en	Male	brighton	east sussex	uk	engineering	Technician / Associates	Yes	refcom	Non-administrative/non-academic work	Engineering	25	Unsatisfactory	"not enough technicians being employed and no new apprenticeships to bring new young people
into engineering and because of this new academics are finding it difficult to get there ideas built
to a safe standard with help and advice from qualified engineers ."	The amount of time necessary to repair/calibrate existing equipment	centrifuges	incubators	stirrersand mixers	new ultracentrifuge and new rotors	new high speed centrifuges	new low speed centrifuges	I wouldn't know			I wouldn't know		No		No		No	I only use trusted brands for which I have been trained to repair and maintain.	Yes	I already advise people on what equipment to buy for there needs.	Yes	Just to try out new things	Yes	"this is part of my job as a technician when I started here there were 5 people in the mechanical workshop and
5 people in the electronics workshop now due to cutbacks and retirement there is just one technician who is near
retirement."	Yes
319		3	de	Male	Berlin	Berlin	Deutschland	Sozialwissenschaften	Masters	Yes		Researcher	Arts	3					none	none		None	None																		
320			en																																						
321		4	en	Female	New York City	NY	United States	Biology, Chemistry	PhD	Yes	The Rockefeller University	Researcher	Biology	11	Satisfactory	This university does not lack for funds and so research equipment access is particularly satisfactory except for when the funds are poorly organised to gain access to equipment.		Electrophysiology rig	Primate chairs	Microscope	electrophysiology data acquisition system with more channels	Electrode drive with motors	None	No																	
322	2019-02-20 19:07:48	8	en	Female	new york			Neurobiology	PhD	Yes	Rockefeller university	Researcher	Biology	10	Satisfactory			computers 	electrical amplifiers	cameras 	electrical amplifier 	None	None	No			Yes	Python, eye tracking software (Irec), Image J, GIMP, Autodesk Inventor, R, Mango	Yes	The same software as I mentioned above	No		Yes	If their technology shows to be good and innovative why not	Yes	If we need them why not buy them myself if I get the right information to make a decision 	No		Yes	I built a system to communicate eye tracking software with the python code we wrote, the AD board that controls triggers that are sent to valves and electrical amplifiers. 	Yes
323	2019-02-21 12:47:21	8	en	Female	Tallinn		Estonia	Chemistry	Masters	Yes		Student	Chemistry	8	Partially satisfactory	Some instruments are out-of-date, but for main research purpouses they do just fine. 	Certain types of equipment are not available	analytical scales	high-pressure liquid chromatograph	none	high-pressure liquid chromatograph with tandem mass-sepctrometry	None	None	Yes		Equipment unavailable (other reasons than being broken)	Yes	Arduino based systems	I wouldn't know		Yes	PeakMaster	Yes	If the systems are more handy and well validated, I see no issue. 	No	Depending on the automated systems I would want, the complexity would need some preious know-how. 	No		No		Yes
324			en																																						
325	2019-02-21 21:05:41	8	en	Male	Mellecey	Saône et Loire	France	electrochemistry	PhD	Yes	Haute Ecole Arc Neuchâtel (Switzerland)	Professor	Chemistry	25	Partially satisfactory	I  depend  too much on Equipment managed by other institutes.	Certain types of equipment are not available	X-ray fluorescence for elementary analysis	FTIR	colorimetry	Portable Raman spectroscopy	Portable potentiostat	Portable X-ray radiography	No			Yes	Open source technologies developed by ourselves: electrolytic pencil (Plenco), DiscoveryMat, etc.	Yes	Open-source hardware that they develop.	Yes	Pleco, DiscoveryMat	Yes	Traditional brands are often too expensive.	Yes	Because it is exactly what I develop myself.	Yes	Looking for affordable option	Yes	Pleco (http://www.fablab-neuch.ch/pleco/plus.php? id=1&lang=en) 	Yes
326			en																																						
327	2019-02-21 23:07:56	8	en	Female	New Orleans	Louisiana	United States	marine biodiversity and conservation	Masters	Yes	Northeast Regional Association of Coastal and Ocean Observation Systems	Non-administrative/non-academic work	Biology	12	Partially satisfactory	Getting funding to obtain and maintain equipment can be a struggle. 	Too many users for a small number of equipment/tools	Buoys	none	none	Buoys	None	None	I wouldn't know			Yes	ERDDAP, GIMP	No		Yes	FlyPi	Maybe	It wouldn't be my call re: purchasing, but my org wouldn't refuse to use something because it was new. 	Yes	It would be fun/a challenge, and (hopefully) cheaper. 	No		No		No
328		3	en	Male	Tübingen	BW	Germany 	Biology	Masters	Yes	Universität Tübingen	Student	Biology	1					none	none		None	None																		
330		1	en	Female					Masters	Yes																															
331		1	en																																						
332		1	en	Male	London		UK																																		
333	2019-02-22 10:04:04	8	en	Male	Delft		Netherlands	Software engineering	PhD	Yes	TU Delft	Administration	Education	0.5	Satisfactory	In the software engineering domain, we mostly need computers and servers, which are widely available at relatively cheap prices.		PC	server	none	A better screen	None	None	Yes	Fire/flood in server room delayed some experiments	Equipment unavailable (other reasons than being broken)	Yes	Open sources programs, mostly from academic sources (code parsers among others - srcML for instance) or solvers.	Yes	Open sources softwares (compilers, image processors - GIMP, ... on Linux platforms)	No		Yes	I would wait until their usability is proven 	Yes	I understand my equipment well enough to do it.	No		No		Yes
334		3	en	Female	Delft		Netherlands	Biology	PhD	Yes	TU Delft	Administration	Education	2					none	none		None	None																		
335		3	en	Male	CAMBRIDGE	Cambridgeshire	United Kingdom	Engineering, Psychology	PhD	Yes	University of Cambridge	Administration	Engineering	10					none	none		None	None																		
336	2019-02-22 10:55:08	8	en	Female	Lisbon 		Portugal 	Bioengineering 	Bachelors of science	Yes	Champalimaud 	Student	Health	1	Satisfactory			Cell counter, confocal microscope, Elisa readers	none	none	Microscope adequate for life imaging of cells 	None	None	Yes		Equipment unavailable (other reasons than being broken)	Yes	ImageJ, R studio 	Yes	ImageJ, Python, Ubuntu	No		Yes	As long as the equipment has proof that it work well it is something to consider 	Yes	No particular reason 	Yes	Just to try out new things	No		Yes
337	2019-02-22 11:21:09	8	en	Male	CAMBRIDGE	Cambridgeshire	United Kingdom	Engineering, Psychology	PhD	Yes	University of Cambridge	Administration	Engineering	10	Satisfactory	As the Manager of Cambridge University’s Strategic Equipment Portfolio (£33M) and Equipment Sharing Project, I lead Cambridge’s global initiative to raise awareness of equipment sharing and drive efficiencies by maximising the opportunity for national and international collaboration. This project provides evidence of a commitment to share funded equipment, upon which funders look favourably when considering future grant applications and proposals. Additionally, this is seen as an opportunity for staff and students to find replacement equipment at short notice, and it can also help them in planning future projects and collaborations.		Microscopy (Microscopes): 502	Imaging (Cameras): 277	Genetic Techniques (Sequencers): 243	Something unique that would allow us to be the national/international hub for leading research in a specific area	Something more generic that provides us with greater capacity to meet demand (eg. Microscope Suites in response to the previous answer).	None	No			I wouldn't know		No		No		Maybe	Procurement is organised at a local level, usually by PI's, Researchers and Lab Managers who have the most knowledge of the equipment they need and the specifications thereof. In my experience, if an item meet their specification they have no concerns of ordering something from a new supplier - again, it depends upon the uniqueness of the equipment/requirements.	No	Not part of my role. Some PI's and Researchers probably already do this. 	No		No		Yes
338		3	en					Molecular biology	PhD	Yes	Erasmus MC/TU Delft	Researcher	Biology	7					none	none		None	None																		
339	2019-02-22 12:59:36	8	en	Male	Knoxville	Tennessee	United States	Chemistry	PhD	Yes	University of Tennessee, Oak Ridge National Lab, American Chemical Society, ASIS&T	Student	Chemistry	11	Satisfactory			Computer	Supercomputer	Hard Drive	Supercomputer cores	None	None	Yes	Not enough supercomputer time to submit jobs for large project.	Equipment unavailable (other reasons than being broken)	Yes	Python, R, Zenodo, DataONE	Yes	Python, R, Ubuntu	Yes	Siesta periodic DFT code	Yes	Whatever works best.	No	Don't know how.	No		No		No
340		1	en																																						
341			en																																						
343	2019-02-25 08:07:36	8	en	Male	Amsterdam		Netherlands	Humanities	Masters	Yes	Humanities	Non-administrative/non-academic work	Computer science	6	Satisfactory	In the Humanities (which for some reasons, that might provoke your scientific interest as it might show some scientific bias, is not listed among the disciplines) there is relatively little 'equipment'. The lingual lab is very well and transparently organized. As I think you might consider IT as 'lab tooling' as well for the humanities, we are also blessed with a well functioning departement for Digital Humanities.		Customized computer algoritms	Recording set	none	None	None	None	No			Yes	"Python, R, GitHub, iRods, PHP.
Don't know about lab-equipment."	Yes	The entire digital humanities	No		No	I don't buy equipment	No	I don't manage the lab	No		No		No
344	2019-02-25 08:25:26	8	en	Female	Zurich		Switzerland	Environmental Sciences	PhD	Yes	ETH Zurich	Researcher	Education	10	Satisfactory			Computer	none	none	Better computers (better CPU)	None	None	No			Yes	Different Linux OS instances, Python, research-domain-specific FOSS, R, OpenOffice, Firefox, wget, videolan, Keepass, TeTeX, PDFTEx, numpy, qgis	Yes	Different Linux OS instances, Python, research-domain-specific FOSS, R, OpenOffice, Firefox, wget, videolan, Keepass, TeTeX, PDFTEx, numpy, qgis, Blender	No		Maybe	I would like to wait for the experience the community made with them before buying. But generally, I wouldn't be opposed to it. 	Yes	If it's cheaper. Also, it could be a nice learning experience, especially for younger researchers.	No		Yes	 	Yes
345		3	en	Female	London	London	UK	Design	Masters	Yes	Royal College of Art	Researcher	Arts	10					none	none		None	None																		
346		3	en					Biology	Masters	Yes		Student	Biology	7					none	none		None	None																		
347		1	en																																						
348			en																																						
349	2019-02-26 17:13:04	8	en	Male	Mendoza	Mendoza	Argentina	agronomy	Specialization (after undergrad studies)	Yes	Universidad Nacional de Cuyo	Professor	Engineering	17	Unsatisfactory	There are no enough money to get research equipment in my institution	Certain types of equipment are not available	dron	microbiological breathing chamber	different types of sensors	infrared and thermal cameras	None	None	I wouldn't know			Yes	QGis, Saga gis, Kingston Office, R, Google Earth Engine	Yes	Linux, R, QGis, Saga gis	Yes	Arduino, Raspberry	Maybe	It depends on the cost	Yes	because I think it is necessary to open and transfer the technology to other people	No		Yes	we build an open source drone	Yes
350		3	en					Electrical Engineering	Bachelors of science	No		Non-administrative/non-academic work	Engineering	4					none	none		None	None																		
351	2019-02-26 22:59:50	8	en	Male	San Diego	California	USA	oceanography, chemical engineering	PhD	Yes	Scripps Institution of Oceanography, UC San Diego	Researcher	Engineering	10	Satisfactory	I work for a reasonably well funded PI and have had a few projects of my own funded. We've quite fortunately been able to get access to just about everything we need in the lab or at our institution. 		spectrophotometer	bench-top dissolved inorganic carbon analyzer	soldering iron	geostationary satellite with multispectral radiometers	mobile atmospheric CO2 sensor	None	No			Yes	Python, Arduino	Yes	Python, Ubuntu, Arduino	Yes	OpenCTD, CTDizzle	Yes	Cost is always relevant so less expensive equipment would be desirable. I would also consider buying inexpensive equipment in order to purchase many of them for citizen science applications. 	Yes	I co-teach courses around this concept so I am always looking for and attempting to design DIY laboratory equipment	Yes	Looking for affordable option	Yes	Bench-top dissolved inorganic carbon analyzer, microfluidic dissolved inorganic carbon analyzer, citizen science geolocated temperature sensor for surfers	Yes
352		1	en	Female																																					
353	2019-02-27 18:26:41	8	en	Male	marseille		france	electrical eng and pharmacy	PhD	No		Non-administrative/non-academic work	Biology	10	Partially satisfactory	equipment is often expensive, and funding too low in public institutions	The amount of time necessary to repair/calibrate existing equipment	high speed videography stereovision	electrophysiology	none	high speed cameras 	high speed projectors	optics material	I wouldn't know			Yes	"python
DLTdv5 toolbox for video tracking, and 3d reconstruction (matlab)
scihub
inkscape"	Yes	"python
DLTdv5 toolbox for video tracking, and 3d reconstruction (matlab)
scihub
inkscape"	No		Yes	"if cheaper,
some brands provide better after sale services"	Yes	"that's a good way to familiarize with the equipment 
will be cheaper"	Yes	Looking for affordable option	Yes	I use to build my experimental platforms, mixture of electronics, optics, environmental reconstruction for behavioural experiments (insects), electrophysiology, videorecording, 3d reconstruction, so I am not afraid to build a piece of equipment	Yes
354		3	en	Female	Barcelona			biology	PhD	Yes		Administration	Biology	15					none	none		None	None																		
355			en																																						
356		3	fr	Female				histoire de la médecine 	Masters	Yes		Administration	Health	4																											
357	2019-03-01 17:36:19	8	en					Marine Biology	Masters	Yes	University of Miami, NOAA	Researcher	Biology	10	Satisfactory	We develop experimental equipment to facilitate our research, as such equipment access has been more than supportive.		3D printers	Soldering station	Circuit board mill	Large replicate size automated alkalinity titrator	Imaging PAM Chlorophyll Fluorometer	none	No			Yes	Arduino	Yes	Arduino	Yes	SAS (www.coral.noaa.gov/accrete/sas/)	Yes	If the price and function is right it makes more sense than rebuilding the wheel.	Yes	We're already doing it with field equipment.	Yes	Looking for affordable option	Yes	www.coral.noaa.gov/accrete/sas/	Yes
358	2019-03-01 18:47:53	8	en	Male	Bengaluru	Karnataka	India	Medicine	Bachelors of science	Yes	National Centre for Biological Sciences	Student	Biology	5	Partially satisfactory	We receive funding for state of the art equipment but maintenance and upgrade is expensive in India.	Certain types of equipment are not available	Patch Clamp Amplifier	2-photon microscope	none	2-photon microscope	None	None	Yes	2-photon microscope	Equipment broke and it took too much time to repair it	Yes	ImageJ,Python,Bonsai	Yes	Bonsai, Suite2P, CaiMan, Python	No		Maybe	It is difficult to trust a new brand with precision and accuracy. Cost is another constraint.	Yes	Knowing an equipment completely by building it from scratch gives you power to extend the capabilities of the system, troubleshoot it, as well as spread it to others.	Yes	Looking for affordable option	Yes	I built a field electrophysiology system using operational amplifiers and filters. It was pretty noiseless and later we replicated it many times in our lab.	Yes
359		3	en	Male	Paris		France	chemistry	PhD	Yes	Univ Paris Diderot	Researcher	Biology	12					none	none		None	None																		
360		1	en	Female																																					
361		5	en	Male	Nairobi	Nairobi	Kenya	Molecular Biology and Bioinformatics	Masters	Yes	Jomo Kenyatta University of Agriculture and Technology	Student	Biology	3	Unsatisfactory		Certain types of equipment are not available	Thermocycler	Autoclave	Incubator	Real Time Machine	Qubit Flourometer	Sequencer	Yes	Sequencing machine	Equipment unavailable (other reasons than being broken)	Yes	Git, R, Python	I wouldn't know		No										
362	2019-03-02 09:46:00	8	en	Male	Granada	Granada	Spain	Biochemistry	PhD	Yes	University of Granada	Researcher	Computer science	10	Satisfactory			Computer servers	none	none	Oxford nanopore sequencer	None	None	Yes	Oxford nanopore sequencer	Equipment unavailable (other reasons than being broken)	Yes	Python, R, Javascript, Bash, Linux, Ubuntu, vim, rsync, tmux, firefox, bioconductor, numpy, scipy, matplotlib, tabix, samtools, bedtools, bowtie2, etc.	Yes	Python, R, Javascript, Bash, Linux, Ubuntu, vim, rsync, tmux, firefox, bioconductor, numpy, scipy, matplotlib, tabix, samtools, bedtools, bowtie2, etc.	Yes	OpenPCR	Maybe	3D printer	Yes	I like open philosophy.	No		No		Yes
